City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
185,185,Huarmey,PE,2020-01-05 06:15:37,-10.07,-78.15,70.23,75,100,2.37,overcast clouds,0.0,0.0
186,186,Coihueco,CL,2020-01-05 06:15:52,-36.63,-71.83,52.2,68,9,12.12,clear sky,0.0,0.0
187,187,Cherskiy,RU,2020-01-05 06:15:52,68.75,161.3,-2.25,55,83,7.99,broken clouds,0.0,0.0
188,188,Damietta,EG,2020-01-05 06:15:52,31.42,31.81,50.0,76,0,16.11,clear sky,0.0,0.0
189,189,Denpasar,ID,2020-01-05 06:12:39,-8.65,115.22,87.8,79,75,11.41,broken clouds,0.0,0.0
190,190,Guarapari,BR,2020-01-05 06:15:34,-20.67,-40.5,80.01,83,75,11.41,broken clouds,0.0,0.0
191,191,Opuwo,,2020-01-05 06:15:53,-18.06,13.84,65.23,85,100,4.83,light rain,1.13,0.0
192,192,Nuuk,GL,2020-01-05 06:13:27,64.17,-51.74,21.2,85,100,6.93,light snow,0.0,0.0
193,193,Lata,IN,2020-01-05 06:15:53,30.78,78.62,15.19,45,35,5.19,scattered clouds,0.0,0.0
194,194,Srednekolymsk,RU,2020-01-05 06:15:53,67.46,153.71,2.25,52,46,4.34,scattered clouds,0.0,0.0
195,195,Sao Joao Da Barra,BR,2020-01-05 06:15:54,-21.64,-41.05,73.15,96,100,2.26,moderate rain,11.5,0.0
196,196,Hasaki,JP,2020-01-05 06:15:54,35.73,140.83,52.0,31,20,16.11,few clouds,0.0,0.0
197,197,Aklavik,CA,2020-01-05 06:15:54,68.22,-135.01,-23.8,67,40,4.7,scattered clouds,0.0,0.0
198,198,Manggar,ID,2020-01-05 06:15:55,-2.88,108.27,82.44,79,100,22.03,light rain,2.88,0.0
199,199,Klaksvik,FO,2020-01-05 06:15:55,62.23,-6.59,46.4,93,100,2.24,light rain,2.75,0.0
200,200,Avera,US,2020-01-05 06:15:55,33.19,-82.53,44.6,52,1,10.29,clear sky,0.0,0.0
201,201,Hofn,IS,2020-01-05 06:15:55,64.25,-15.21,43.84,77,78,35.99,light rain,0.38,0.0
202,202,Reconquista,AR,2020-01-05 06:15:55,-29.14,-59.64,69.37,67,0,5.26,clear sky,0.0,0.0
203,203,Namatanai,PG,2020-01-05 06:15:56,-3.66,152.44,84.76,72,100,7.36,light rain,2.62,0.0
204,204,Pallisa,UG,2020-01-05 06:15:56,1.17,33.71,73.33,74,19,2.26,few clouds,0.0,0.0
205,205,Havoysund,NO,2020-01-05 06:15:56,71.0,24.66,24.8,79,100,36.91,mist,0.0,0.0
206,206,Adre,TD,2020-01-05 06:15:56,13.47,22.2,55.49,29,5,19.1,clear sky,0.0,0.0
207,207,Matagami,NG,2020-01-05 06:15:57,9.67,8.4,62.33,34,0,7.16,clear sky,0.0,0.0
208,208,Maniwaki,CA,2020-01-05 06:15:57,46.38,-75.98,16.72,92,89,5.79,overcast clouds,0.0,0.0
209,209,Kavaratti,IN,2020-01-05 06:15:57,10.57,72.64,86.0,62,20,4.7,few clouds,0.0,0.0
210,210,Mar Del Plata,AR,2020-01-05 06:15:57,-46.43,-67.52,58.86,41,87,11.34,overcast clouds,0.0,0.0
211,211,Kruisfontein,ZA,2020-01-05 06:15:58,-34.0,24.73,69.15,67,68,16.42,broken clouds,0.0,0.0
212,212,Fare,PF,2020-01-05 06:15:58,-16.7,-151.02,81.41,78,100,9.8,light rain,1.37,0.0
213,213,Kieta,PG,2020-01-05 06:15:58,-6.22,155.63,85.17,71,100,4.97,moderate rain,4.69,0.0
214,214,Lakes Entrance,AU,2020-01-05 06:15:58,-37.88,147.99,57.99,77,100,1.01,moderate rain,5.56,0.0
215,215,Jijiga,ET,2020-01-05 06:15:58,9.35,42.8,69.24,34,71,3.76,broken clouds,0.0,0.0
216,216,Salta,AR,2020-01-05 06:15:23,-24.79,-65.41,69.8,88,98,2.24,light rain,0.31,0.0
217,217,Kaitangata,NZ,2020-01-05 06:15:59,-46.28,169.85,57.99,44,47,23.0,scattered clouds,0.0,0.0
218,218,Karak,JO,2020-01-05 06:15:59,31.18,35.7,42.8,93,75,17.22,drizzle,0.0,0.0
219,219,Glenwood Springs,US,2020-01-05 06:13:45,39.55,-107.33,19.99,78,1,10.29,clear sky,0.0,0.0
220,220,Bambanglipuro,ID,2020-01-05 06:15:59,-7.95,110.28,85.06,70,28,12.41,light rain,1.31,0.0
221,221,Sur,OM,2020-01-05 06:16:00,22.57,59.53,75.6,52,0,13.69,clear sky,0.0,0.0
222,222,Zaranj,AF,2020-01-05 06:16:00,30.95,61.86,51.8,76,75,6.93,broken clouds,0.0,0.0
223,223,Awjilah,LY,2020-01-05 06:16:00,29.14,21.3,49.17,82,8,8.12,clear sky,0.0,0.0
224,224,Tupik,RU,2020-01-05 06:16:00,54.43,119.94,4.86,91,0,1.1,clear sky,0.0,0.0
225,225,Bambous Virieux,MU,2020-01-05 06:16:00,-20.34,57.76,78.01,94,75,6.93,broken clouds,0.0,0.0
226,226,Venancio Aires,BR,2020-01-05 06:16:01,-29.61,-52.19,64.99,96,0,0.69,clear sky,0.0,0.0
227,227,Naro,BF,2020-01-05 06:16:01,11.18,-3.22,58.89,24,49,7.07,scattered clouds,0.0,0.0
228,228,Manta,RO,2020-01-05 06:16:01,45.1,24.1,31.21,72,91,2.01,overcast clouds,0.0,0.0
229,229,Pemba,MZ,2020-01-05 06:16:02,-12.97,40.52,80.6,94,75,2.24,broken clouds,0.0,0.0
230,230,Constitucion,MX,2020-01-05 06:16:02,23.99,-104.67,41.0,58,16,4.0,few clouds,0.0,0.0
231,231,Iqaluit,CA,2020-01-05 06:12:56,63.75,-68.52,-29.0,60,5,16.11,clear sky,0.0,0.0
232,232,Teguldet,RU,2020-01-05 06:16:02,57.31,88.17,24.03,92,100,11.48,light snow,0.0,0.5
233,233,Centerville,US,2020-01-05 06:16:02,40.92,-111.87,35.01,66,20,1.72,few clouds,0.0,0.0
234,234,Bilma,NE,2020-01-05 06:13:06,18.69,12.92,46.47,39,0,8.1,clear sky,0.0,0.0
235,235,Sao Felix Do Xingu,BR,2020-01-05 06:16:03,-6.64,-51.99,70.66,96,83,1.28,light rain,0.19,0.0
236,236,Sibolga,ID,2020-01-05 06:16:04,1.74,98.78,86.9,63,29,1.97,light rain,0.38,0.0
237,237,Nishihara,JP,2020-01-05 06:16:04,35.74,139.53,52.0,31,20,12.75,few clouds,0.0,0.0
238,238,Muzhi,RU,2020-01-05 06:16:04,65.4,64.7,23.92,79,0,18.16,clear sky,0.0,0.0
239,239,Harper,US,2020-01-05 06:16:05,30.3,-99.24,48.0,69,1,12.66,clear sky,0.0,0.0
240,240,Mandera,ET,2020-01-05 06:16:05,3.94,41.86,83.77,50,27,8.3,scattered clouds,0.0,0.0
241,241,Otane,NZ,2020-01-05 06:16:05,-39.89,176.62,63.0,68,100,14.0,overcast clouds,0.0,0.0
242,242,Ayolas,PY,2020-01-05 06:16:05,-27.39,-56.84,69.58,74,3,2.3,clear sky,0.0,0.0
243,243,Narsaq,GL,2020-01-05 06:16:05,60.91,-46.05,24.8,79,98,5.17,overcast clouds,0.0,0.0
244,244,Berlevag,NO,2020-01-05 06:16:06,70.86,29.09,28.99,62,100,33.02,light snow,0.0,0.31
245,245,Grindavik,IS,2020-01-05 06:16:06,63.84,-22.43,37.4,86,75,31.09,shower rain,0.0,0.0
246,246,Tornio,FI,2020-01-05 06:16:06,61.12,27.27,28.99,74,90,10.29,overcast clouds,0.0,0.0
247,247,Marzuq,YE,2020-01-05 06:16:06,14.4,46.47,73.29,35,0,3.8,clear sky,0.0,0.0
248,248,Minab,IR,2020-01-05 06:16:07,27.15,57.07,75.2,64,75,2.24,haze,0.0,0.0
249,249,Seymchan,RU,2020-01-05 06:16:07,62.93,152.39,-12.55,99,29,2.01,scattered clouds,0.0,0.0
250,250,Rockhampton,AU,2020-01-05 06:16:07,-23.38,150.51,89.6,35,75,12.75,broken clouds,0.0,0.0
251,251,Canutama,BR,2020-01-05 06:16:07,-6.53,-64.38,73.04,98,100,2.89,light rain,2.0,0.0
252,252,Kedrovyy,RU,2020-01-05 06:16:07,56.17,91.82,26.6,49,40,13.42,light shower snow,0.0,0.0
253,253,Kendari,ID,2020-01-05 06:16:08,-3.99,122.52,84.83,72,98,9.04,light rain,0.25,0.0
254,254,Kaputa,ZM,2020-01-05 06:16:08,-8.47,29.66,70.65,89,100,0.65,light rain,0.5,0.0
255,255,Birjand,IR,2020-01-05 06:16:09,32.86,59.22,46.4,93,75,4.7,broken clouds,0.0,0.0
256,256,Sydney,AU,2020-01-05 06:12:36,-33.85,151.22,73.99,60,75,24.16,broken clouds,0.0,0.0
257,257,Barra,GM,2020-01-05 06:16:10,13.49,-16.54,68.0,30,0,11.41,haze,0.0,0.0
258,258,Manokwari,ID,2020-01-05 06:16:10,-0.87,134.08,75.16,91,90,4.7,moderate rain,3.06,0.0
259,259,Bagan,RU,2020-01-05 06:16:10,54.1,77.67,23.52,92,100,15.39,overcast clouds,0.0,0.0
260,260,Tuatapere,NZ,2020-01-05 06:16:10,-46.13,167.69,55.99,68,6,15.01,clear sky,0.0,0.0
261,261,Flin Flon,CA,2020-01-05 06:16:11,54.77,-101.88,8.31,96,100,4.23,snow,0.0,4.19
262,262,Chumikan,RU,2020-01-05 06:16:11,54.72,135.31,-1.71,81,66,5.57,broken clouds,0.0,0.0
263,263,Stokmarknes,NO,2020-01-05 06:16:11,68.56,14.91,28.99,83,100,5.01,overcast clouds,0.0,0.06
264,264,Vardo,US,2020-01-05 06:16:11,39.62,-77.74,42.01,60,90,12.75,overcast clouds,0.0,0.0
265,265,Monrovia,LR,2020-01-05 06:14:57,6.33,-10.8,66.2,93,20,46.08,mist,0.0,0.0
266,266,Luganville,VU,2020-01-05 06:16:12,-15.51,167.18,86.0,70,40,12.75,scattered clouds,0.0,0.0
267,267,De-Kastri,RU,2020-01-05 06:16:12,51.48,140.77,5.83,84,21,30.65,few clouds,0.0,0.0
268,268,Botou,CN,2020-01-05 06:16:12,38.08,116.55,40.51,58,100,4.59,overcast clouds,0.0,0.0
269,269,Manoharpur,IN,2020-01-05 06:16:13,22.35,85.21,70.79,52,37,5.84,scattered clouds,0.0,0.0
270,270,Nouadhibou,MR,2020-01-05 06:16:13,20.93,-17.03,60.8,31,31,20.8,sand,0.0,0.0
271,271,Vostok,RU,2020-01-05 06:16:13,46.45,135.83,4.26,92,100,3.67,overcast clouds,0.0,0.0
272,272,Agirish,RU,2020-01-05 06:16:13,61.92,63.02,27.57,96,100,8.23,light snow,0.0,0.75
273,273,Pingdingshan,CN,2020-01-05 06:16:13,33.74,113.3,42.15,91,100,12.71,light rain,1.75,0.0
274,274,Avarua,CK,2020-01-05 06:16:13,-21.21,-159.78,80.6,83,14,1.12,light rain,1.19,0.0
275,275,Esperance,AU,2020-01-05 06:16:14,-33.86,121.89,84.2,18,0,9.17,clear sky,0.0,0.0
276,276,Ginda,IN,2020-01-05 06:16:14,30.69,78.49,46.8,36,29,3.74,scattered clouds,0.0,0.0
277,277,Gilgit,PK,2020-01-05 06:16:14,35.92,74.31,7.81,75,92,2.55,overcast clouds,0.0,0.0
278,278,Hailar,CN,2020-01-05 06:16:14,49.2,119.7,7.79,86,32,5.19,scattered clouds,0.0,0.0
279,279,Abnub,EG,2020-01-05 06:16:15,27.27,31.15,44.6,70,0,11.41,clear sky,0.0,0.0
280,280,Axim,GH,2020-01-05 06:16:15,4.87,-2.24,69.98,68,23,2.42,few clouds,0.0,0.0
281,281,Demba,CD,2020-01-05 06:16:15,-5.47,22.27,71.58,95,100,0.67,light rain,0.19,0.0
282,282,Brae,GB,2020-01-05 06:16:15,60.4,-1.35,50.0,87,100,35.57,light rain,0.44,0.0
283,283,Saalfeld,DE,2020-01-05 06:16:15,50.65,11.36,35.01,94,75,6.93,broken clouds,0.0,0.0
284,284,Lavrentiya,RU,2020-01-05 06:16:16,65.58,-170.99,-6.74,84,100,9.89,overcast clouds,0.0,0.0
285,285,Cap Malheureux,MU,2020-01-05 06:16:16,-19.98,57.61,78.01,94,75,6.93,broken clouds,0.0,0.0
286,286,Kiruna,SE,2020-01-05 06:16:16,67.86,20.23,14.0,72,60,10.29,broken clouds,0.0,0.0
287,287,Sao Paulo De Olivenca,BR,2020-01-05 06:16:16,-3.38,-68.87,72.68,97,97,2.24,light rain,0.25,0.0
288,288,Porto Alegre,BR,2020-01-05 06:15:08,-30.03,-51.23,70.0,94,0,6.93,clear sky,0.0,0.0
289,289,Beringovskiy,RU,2020-01-05 06:12:06,63.05,179.32,-7.53,71,0,19.77,clear sky,0.0,0.0
290,290,Somerset East,ZA,2020-01-05 06:16:17,-32.72,25.59,67.42,88,64,5.08,light rain,0.31,0.0
291,291,Udachnyy,RU,2020-01-05 06:16:17,66.42,112.4,-11.2,83,81,2.24,broken clouds,0.0,0.0
292,292,Porto Novo,BR,2020-01-05 06:16:17,-23.68,-45.44,68.0,94,75,1.61,mist,0.0,0.0
293,293,Porto Velho,BR,2020-01-05 06:16:18,-8.75,-63.87,77.0,94,75,2.24,broken clouds,0.0,0.0
294,294,Luderitz,,2020-01-05 06:16:18,-26.65,15.16,61.39,85,0,3.02,clear sky,0.0,0.0
295,295,Portland,US,2020-01-05 06:14:14,43.66,-70.25,34.0,86,90,10.29,light rain,0.0,0.0
296,296,Atar,MR,2020-01-05 06:16:18,20.52,-13.05,51.71,27,32,9.84,scattered clouds,0.0,0.0
297,297,Buchanan,LR,2020-01-05 06:16:19,5.88,-10.05,66.2,93,20,46.08,mist,0.0,0.0
298,298,Dayong,CN,2020-01-05 06:16:19,25.02,118.29,69.8,68,75,6.71,broken clouds,0.0,0.0
299,299,Montepuez,MZ,2020-01-05 06:16:19,-13.13,39.0,77.65,85,100,4.43,overcast clouds,0.0,0.0
300,300,Lithgow,AU,2020-01-05 06:16:19,-33.48,150.16,75.2,57,90,19.46,overcast clouds,0.0,0.0
301,301,Bowen,AU,2020-01-05 06:16:19,-20.01,148.25,86.0,55,40,13.87,scattered clouds,0.0,0.0
302,302,Bethel,US,2020-01-05 06:16:20,60.79,-161.76,-11.2,75,1,4.7,clear sky,0.0,0.0
303,303,Lagoa,PT,2020-01-05 06:16:20,37.14,-8.45,50.0,81,20,8.05,few clouds,0.0,0.0
304,304,Waingapu,ID,2020-01-05 06:16:20,-9.65,120.26,83.79,76,100,24.2,light rain,1.25,0.0
305,305,Lorengau,PG,2020-01-05 06:16:20,-2.02,147.27,82.74,79,96,15.55,moderate rain,5.06,0.0
306,306,Mackenzie,CA,2020-01-05 06:16:20,55.34,-123.09,26.6,79,90,9.17,overcast clouds,0.0,0.0
307,307,San Javier,BR,2020-01-05 06:16:21,-27.87,-55.13,68.0,87,14,3.51,few clouds,0.0,0.0
308,308,Takoradi,GH,2020-01-05 06:16:21,4.89,-1.75,73.58,66,29,5.37,scattered clouds,0.0,0.0
309,309,Padang,ID,2020-01-05 06:16:21,-0.92,100.36,83.73,62,35,1.97,scattered clouds,0.0,0.0
310,310,Oxford,US,2020-01-05 06:13:48,33.61,-85.83,35.6,80,1,4.7,clear sky,0.0,0.0
311,311,Johi,PK,2020-01-05 06:16:21,26.69,67.61,68.41,37,2,5.95,clear sky,0.0,0.0
312,312,Sindor,RU,2020-01-05 06:16:24,62.87,51.9,26.22,94,100,4.85,overcast clouds,0.0,0.0
313,313,Ust-Koksa,RU,2020-01-05 06:16:25,50.27,85.62,15.69,81,28,4.41,scattered clouds,0.0,0.0
314,314,Snyder,US,2020-01-05 06:16:25,32.72,-100.92,50.0,45,1,11.41,clear sky,0.0,0.0
315,315,Kushiro,JP,2020-01-05 06:16:29,43.11,144.15,28.4,42,75,4.7,light shower snow,0.0,0.0
316,316,Saint Anthony,US,2020-01-05 06:16:29,43.97,-111.68,24.01,85,1,3.2,clear sky,0.0,0.0
317,317,Batemans Bay,AU,2020-01-05 06:16:29,-35.71,150.18,63.0,69,44,21.0,light rain,0.25,0.0
318,318,Kovur,IN,2020-01-05 06:16:29,14.5,79.99,84.67,62,12,9.01,light rain,0.25,0.0
319,319,Prince Rupert,CA,2020-01-05 06:13:22,54.32,-130.32,37.4,93,90,17.22,moderate rain,0.0,0.0
320,320,Mount Gambier,AU,2020-01-05 06:16:30,-37.83,140.78,66.2,45,83,17.22,broken clouds,0.0,0.0
321,321,Senador Guiomard,BR,2020-01-05 06:16:30,-10.15,-67.74,75.2,100,75,4.7,thunderstorm,0.0,0.0
322,322,Dallas,US,2020-01-05 06:11:58,32.78,-96.8,48.99,49,1,9.17,clear sky,0.0,0.0
323,323,Buta,CD,2020-01-05 06:16:30,2.79,24.73,72.88,59,94,0.69,overcast clouds,0.0,0.0
324,324,Balsas,BR,2020-01-05 06:16:31,-7.53,-46.04,70.93,96,100,2.24,overcast clouds,0.0,0.0
325,325,Taoudenni,ML,2020-01-05 06:16:31,22.68,-3.98,48.6,32,0,5.95,clear sky,0.0,0.0
326,326,Coquimbo,CL,2020-01-05 06:16:31,-29.95,-71.34,60.8,93,90,8.05,overcast clouds,0.0,0.0
327,327,Mayumba,GA,2020-01-05 06:16:31,-3.44,10.65,79.43,85,77,8.93,light rain,0.94,0.0
328,328,Batagay-Alyta,RU,2020-01-05 06:16:31,67.8,130.41,-22.97,76,21,3.33,few clouds,0.0,0.0
329,329,Kaeo,NZ,2020-01-05 06:16:32,-35.1,173.78,66.0,79,34,15.3,scattered clouds,0.0,0.0
330,330,Ornskoldsvik,SE,2020-01-05 06:16:32,63.29,18.72,21.2,73,34,6.93,scattered clouds,0.0,0.0
331,331,La Orilla,MX,2020-01-05 06:16:32,18.0,-102.23,70.59,71,58,4.52,broken clouds,0.0,0.0
332,332,Norheimsund,NO,2020-01-05 06:16:32,60.37,6.14,39.99,100,75,14.99,broken clouds,0.0,0.0
333,333,Cabinda,AO,2020-01-05 06:16:32,-5.56,12.19,75.2,94,75,9.1,broken clouds,0.0,0.0
334,334,Dharchula,IN,2020-01-05 06:16:33,29.85,80.53,30.63,59,65,5.55,broken clouds,0.0,0.0
335,335,Najran,SA,2020-01-05 06:16:33,17.54,44.22,78.8,41,0,2.24,clear sky,0.0,0.0
336,336,Malinyi,TZ,2020-01-05 06:16:33,-8.94,36.14,78.46,84,100,1.21,overcast clouds,0.0,0.0
337,337,Aktau,KZ,2020-01-05 06:16:33,43.65,51.16,23.0,92,100,11.18,overcast clouds,0.0,0.0
338,338,Kindersley,CA,2020-01-05 06:16:34,51.47,-109.16,26.6,73,20,23.04,few clouds,0.0,0.0
339,339,Vestmannaeyjar,IS,2020-01-05 06:16:34,63.44,-20.27,43.21,67,100,37.71,light rain,1.0,0.0
340,340,Balikpapan,ID,2020-01-05 06:16:34,-1.24,116.86,82.9,86,73,6.8,light rain,1.69,0.0
341,341,Vanavara,RU,2020-01-05 06:16:35,60.35,102.28,13.05,90,100,11.5,overcast clouds,0.0,0.0
342,342,Bandarbeyla,SO,2020-01-05 06:16:35,9.49,50.81,77.65,76,13,14.27,few clouds,0.0,0.0
343,343,Tamm,DE,2020-01-05 06:16:35,48.92,9.12,42.01,93,75,3.36,light intensity drizzle rain,0.0,0.0
344,344,Faya,SA,2020-01-05 06:16:35,18.39,42.45,62.6,77,75,17.22,broken clouds,0.0,0.0
345,345,Praya,ID,2020-01-05 06:16:35,-8.71,116.27,87.8,70,75,11.41,broken clouds,0.0,0.0
346,346,Newport,GB,2020-01-05 06:16:36,51.59,-3.0,45.0,93,90,9.17,overcast clouds,0.0,0.0
347,347,Camacha,PT,2020-01-05 06:16:36,33.08,-16.33,62.6,82,20,4.7,few clouds,0.0,0.0
348,348,Haines Junction,CA,2020-01-05 06:16:36,60.75,-137.51,-16.19,98,36,2.86,scattered clouds,0.0,0.0
349,349,Newton,US,2020-01-05 06:16:37,42.34,-71.21,39.0,100,100,12.75,light rain,0.0,0.0
350,350,Tynne,UA,2020-01-05 06:16:37,51.17,26.77,31.8,97,100,4.54,light snow,0.0,0.37
351,351,Caravelas,BR,2020-01-05 06:16:37,-17.73,-39.27,74.86,91,100,10.56,moderate rain,3.31,0.0
352,352,Lima,PE,2020-01-05 06:14:49,-12.06,-77.04,69.8,94,90,11.41,overcast clouds,0.0,0.0
353,353,Capao Bonito,BR,2020-01-05 06:16:38,-24.01,-48.35,65.98,89,100,5.88,overcast clouds,0.0,0.0
354,354,Cartagena,ES,2020-01-05 06:16:38,37.63,-1.0,42.01,100,0,3.36,mist,0.0,0.0
355,355,Kavieng,PG,2020-01-05 06:16:38,-2.57,150.8,84.83,72,100,10.31,light rain,2.94,0.0
356,356,Porto Walter,BR,2020-01-05 06:16:38,-8.27,-72.74,72.79,92,100,2.55,overcast clouds,0.0,0.0
357,357,Poum,MK,2020-01-05 06:16:38,41.28,20.71,33.8,80,90,10.29,overcast clouds,0.0,0.0
358,358,Pangkalanbuun,ID,2020-01-05 06:16:38,-2.68,111.62,94.64,47,55,4.12,light rain,1.25,0.0
359,359,Kalabagh,PK,2020-01-05 06:16:39,34.07,73.37,48.99,64,98,1.01,overcast clouds,0.0,0.0
360,360,Mayskiy,RU,2020-01-05 06:16:39,43.63,44.06,21.2,100,90,0.87,fog,0.0,0.0
361,361,Kapuskasing,CA,2020-01-05 06:16:39,49.42,-82.43,10.4,92,90,3.36,light snow,0.0,0.0
362,362,Skjervoy,NO,2020-01-05 06:16:39,70.03,20.97,30.67,77,100,30.15,light snow,0.0,0.88
363,363,Sungaipenuh,ID,2020-01-05 06:16:39,-2.08,101.38,78.13,66,71,2.26,moderate rain,3.63,0.0
364,364,Taga,ID,2020-01-05 06:16:40,-8.61,120.44,74.26,91,100,4.81,light rain,2.75,0.0
365,365,Vila Franca Do Campo,PT,2020-01-05 06:16:40,37.72,-25.43,64.4,77,75,14.99,broken clouds,0.0,0.0
366,366,Pacific Grove,US,2020-01-05 06:16:40,36.62,-121.92,53.6,81,90,4.7,overcast clouds,0.0,0.0
367,367,Marquette,US,2020-01-05 06:16:40,46.54,-87.4,28.4,86,90,6.93,light rain,0.0,0.0
