City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Camaqua,BR,2020-01-04 22:30:01,-30.85,-51.81,66.52,84,29,5.41
276,Padang,ID,2020-01-04 22:30:02,-0.92,100.36,69.58,89,85,5.99
277,Muroto,JP,2020-01-04 22:30:02,33.37,134.14,46.4,49,75,12.75
278,Varhaug,NO,2020-01-04 22:30:02,58.61,5.65,41.0,58,75,3.36
279,Kologriv,RU,2020-01-04 22:30:02,58.83,44.31,27.37,96,98,7.56
280,Goure,NE,2020-01-04 22:30:03,13.98,10.27,62.01,29,37,11.01
281,Nuuk,GL,2020-01-04 22:30:03,64.17,-51.74,23.0,85,100,10.29
282,Alta Floresta,BR,2020-01-04 22:27:00,-9.87,-56.08,84.2,74,40,2.24
283,Valparai,IN,2020-01-04 22:30:03,10.33,76.96,78.8,88,20,2.35
284,Ancud,CL,2020-01-04 22:30:03,-41.87,-73.83,60.8,55,12,8.05
285,Nome,US,2020-01-04 22:30:04,30.04,-94.42,68.0,34,1,6.93
286,Norman Wells,CA,2020-01-04 22:26:51,65.28,-126.83,-18.4,68,75,6.93
287,Kainantu,PG,2020-01-04 22:30:04,-6.29,145.87,74.68,68,88,1.19
288,Villa Corzo,MX,2020-01-04 22:30:05,16.19,-93.27,71.6,56,40,23.04
289,Sao Joao Da Barra,BR,2020-01-04 22:26:25,-21.64,-41.05,78.8,83,75,6.93
290,Touros,BR,2020-01-04 22:27:12,-5.2,-35.46,80.6,74,20,10.29
291,Bukama,CD,2020-01-04 22:30:05,-9.2,25.85,69.37,98,100,2.42
292,Beloha,MG,2020-01-04 22:27:06,-25.17,45.06,73.22,85,0,13.18
293,Yar-Sale,RU,2020-01-04 22:26:21,66.83,70.83,28.74,95,100,15.77
294,Vostok,RU,2020-01-04 22:30:06,46.45,135.83,-5.93,96,100,4.52
295,Chunoyar,RU,2020-01-04 22:30:06,57.45,97.32,6.8,93,90,5.32
296,Suntar,RU,2020-01-04 22:30:06,62.16,117.65,-4.34,99,91,4.52
297,Belle Fourche,US,2020-01-04 22:28:50,44.67,-103.85,54.0,27,1,25.28
298,Vila Velha,BR,2020-01-04 22:30:06,-3.71,-38.6,86.0,69,20,5.82
299,Eureka,US,2020-01-04 22:30:07,40.8,-124.16,55.99,66,1,10.29
300,Artigas,BR,2020-01-04 22:30:07,-30.4,-56.46,74.75,57,24,8.61
301,San Carlos De Bariloche,AR,2020-01-04 22:30:07,-41.13,-71.31,69.8,53,0,23.04
302,Udachnyy,RU,2020-01-04 22:25:29,66.42,112.4,-20.2,75,0,4.47
303,Grindavik,IS,2020-01-04 22:30:08,63.84,-22.43,39.2,80,75,25.28
304,Port-Gentil,GA,2020-01-04 22:30:08,-0.72,8.78,80.6,94,75,8.05
305,Fare,PF,2020-01-04 22:30:08,-16.7,-151.02,81.82,77,100,9.37
306,San Quintin,PH,2020-01-04 22:30:08,17.54,120.52,73.04,73,43,4.72
307,Mehamn,NO,2020-01-04 22:30:08,71.03,27.85,23.52,75,100,27.18
308,Sao Filipe,CV,2020-01-04 22:30:08,14.9,-24.5,70.2,76,20,14.07
309,Locri,IT,2020-01-04 22:30:09,38.24,16.26,57.99,76,40,5.82
310,Tual,ID,2020-01-04 22:30:09,-5.67,132.75,83.25,78,100,14.12
311,Broken Hill,AU,2020-01-04 22:30:09,-31.97,141.45,66.2,29,57,29.97
312,Ongandjera,NA,2020-01-04 22:30:09,-17.88,15.07,67.44,85,100,11.05
313,Mariental,BR,2020-01-04 22:30:09,-25.72,-49.65,64.0,100,75,6.93
314,Azanka,RU,2020-01-04 22:30:10,58.04,64.79,25.88,92,95,9.4
315,Novikovo,RU,2020-01-04 22:30:10,51.15,37.89,29.48,97,100,6.22
316,Brejo Da Madre De Deus,BR,2020-01-04 22:30:10,-8.14,-36.37,73.78,67,88,8.5
317,Calama,CL,2020-01-04 22:30:10,-22.46,-68.93,71.6,40,40,25.28
318,Nemuro,JP,2020-01-04 22:30:11,43.32,145.57,24.28,64,12,17.94
319,Rurrenabaque,BO,2020-01-04 22:30:11,-14.44,-67.53,89.6,66,40,6.93
320,Puerto Madryn,AR,2020-01-04 22:30:11,-42.77,-65.04,60.55,58,0,19.89
321,Meridian,US,2020-01-04 22:30:11,43.61,-116.39,50.0,36,20,12.75
322,Makubetsu,JP,2020-01-04 22:30:12,42.84,143.34,17.04,70,33,4.07
323,Cartagena,ES,2020-01-04 22:30:12,37.63,-1.0,46.99,100,4,4.7
324,Mafeteng,LS,2020-01-04 22:30:12,-29.82,27.24,68.41,47,52,8.41
325,Abu Kamal,SY,2020-01-04 22:30:12,34.45,40.92,48.52,68,55,8.19
326,Ahipara,NZ,2020-01-04 22:30:12,-35.17,173.16,64.08,72,100,15.21
327,Hobyo,SO,2020-01-04 22:30:13,5.35,48.53,77.04,84,4,12.39
328,Narsaq,GL,2020-01-04 22:30:13,60.91,-46.05,24.8,92,100,4.7
329,Springbok,ZA,2020-01-04 22:26:00,-29.67,17.88,59.36,66,0,12.37
330,Borda Da Mata,BR,2020-01-04 22:30:13,-22.27,-46.17,73.0,90,99,3.98
331,Bourail,NC,2020-01-04 22:30:13,-21.57,165.5,83.28,47,6,8.77
332,Kyabe,TD,2020-01-04 22:30:14,9.45,18.94,68.29,27,22,5.17
333,Torbay,CA,2020-01-04 22:30:14,47.66,-52.73,33.01,91,90,6.93
334,Ekuvukeni,ZA,2020-01-04 22:30:14,-28.47,30.16,67.24,71,90,3.91
335,Baracoa,CU,2020-01-04 22:30:14,20.35,-74.5,78.67,76,2,5.64
336,Knysna,ZA,2020-01-04 22:30:15,-34.04,23.05,68.0,94,46,8.05
337,Constitucion,MX,2020-01-04 22:30:15,23.99,-104.67,59.0,18,5,1.32
338,Vila Franca Do Campo,PT,2020-01-04 22:30:15,37.72,-25.43,62.6,93,20,10.29
339,Ayan,IR,2020-01-04 22:30:15,38.23,44.7,12.81,82,62,8.34
340,Hatsukaichi,JP,2020-01-04 22:30:15,34.36,132.28,41.0,75,75,6.93
341,Ostrovnoy,RU,2020-01-04 22:30:15,68.05,39.51,21.9,91,100,20.07
342,Port Augusta,AU,2020-01-04 22:27:20,-32.49,137.76,54.0,84,100,1.99
343,Bintulu,MY,2020-01-04 22:30:16,3.17,113.03,75.2,100,75,1.12
344,Chubbuck,US,2020-01-04 22:30:16,42.93,-112.47,39.0,74,75,23.04
345,Melito Di Porto Salvo,IT,2020-01-04 22:30:16,37.92,15.77,57.99,76,40,5.82
346,Saint Anthony,US,2020-01-04 22:30:17,43.97,-111.68,35.01,74,75,16.11
347,Cumbum,IN,2020-01-04 22:30:17,15.58,79.11,69.46,97,40,4.88
348,Doha,QA,2020-01-04 22:26:28,25.29,51.53,73.4,35,14,4.7
349,Isangel,VU,2020-01-04 22:30:18,-19.55,169.27,82.4,61,19,11.41
350,Novopokrovka,UA,2020-01-04 22:30:18,49.84,36.56,32.0,97,75,4.47
351,Port Pirie,AU,2020-01-04 22:30:18,-33.18,138.01,59.29,54,100,10.54
352,Seydi,NE,2020-01-04 22:30:18,13.34,7.75,58.46,29,0,12.17
353,Calbuco,CL,2020-01-04 22:29:04,-41.77,-73.13,62.6,55,75,12.75
354,San Cristobal,HN,2020-01-04 22:30:19,14.68,-86.92,68.5,82,57,6.85
355,Inirida,CO,2020-01-04 22:30:19,3.87,-67.92,76.73,75,10,2.68
356,Sao Felix Do Xingu,BR,2020-01-04 22:30:19,-6.64,-51.99,73.08,89,93,1.45
357,Tabou,CI,2020-01-04 22:26:01,4.42,-7.36,73.47,62,0,3.13
358,Hato Mayor,DO,2020-01-04 22:30:20,18.76,-69.26,82.0,78,40,4.7
359,Katherine,AU,2020-01-04 22:30:20,-14.47,132.26,82.4,78,40,3.36
360,Marawi,PH,2020-01-04 22:27:16,8.0,124.29,70.0,88,8,8.01
361,Izazi,TZ,2020-01-04 22:30:21,-7.24,35.72,69.96,84,100,2.21
362,Caborca,MX,2020-01-04 22:30:21,30.58,-111.1,73.99,23,57,3.0
363,Muisne,EC,2020-01-04 22:30:21,0.61,-80.02,80.6,83,40,10.29
364,Morro Bay,US,2020-01-04 22:30:21,35.37,-120.85,64.0,77,1,8.05
365,Ciamis,ID,2020-01-04 22:30:22,-7.33,108.35,76.62,90,75,0.63
366,Blois,FR,2020-01-04 22:30:22,47.59,1.33,42.8,93,90,2.24
367,Ust-Tsilma,RU,2020-01-04 22:30:22,65.44,52.15,24.85,83,81,12.06
368,Luangwa,MZ,2020-01-04 22:30:22,-15.62,30.4,70.05,93,92,0.65
369,Bay Roberts,CA,2020-01-04 22:30:22,47.58,-53.28,33.01,97,90,6.93
370,Namtsy,RU,2020-01-04 22:30:22,62.72,129.66,-31.0,66,100,4.47
371,Sambava,MG,2020-01-04 22:30:23,-14.27,50.17,72.41,97,80,1.68
372,Mezen,RU,2020-01-04 22:30:23,65.85,44.24,23.16,89,97,10.18
373,Dubbo,AU,2020-01-04 22:30:23,-32.25,148.6,96.8,16,0,13.87
374,Kawambwa,ZM,2020-01-04 22:30:23,-9.8,29.07,63.9,93,100,2.08
375,Kununurra,AU,2020-01-04 22:30:24,-15.77,128.74,82.4,83,88,7.87
376,Hohhot,CN,2020-01-04 22:30:24,40.81,111.65,12.2,72,33,6.71
377,Atar,MR,2020-01-04 22:30:24,20.52,-13.05,55.81,23,0,10.85
378,Upernavik,GL,2020-01-04 22:30:24,72.79,-56.15,-35.39,96,63,12.17
379,Biak,ID,2020-01-04 22:30:25,-0.91,122.88,78.8,85,100,2.53
380,Manuk Mangkaw,PH,2020-01-04 22:30:25,4.8,119.85,81.34,75,90,6.71
381,Pacific Grove,US,2020-01-04 22:25:44,36.62,-121.92,62.01,82,20,9.17
382,Vidim,CZ,2020-01-04 22:30:25,50.47,14.53,39.0,69,40,21.92
383,Wellington,NZ,2020-01-04 22:26:16,-41.29,174.78,62.01,72,99,20.8
384,Launceston,AU,2020-01-04 22:30:26,-41.43,147.14,59.0,43,100,3.36
385,Saint-Joseph,FR,2020-01-04 22:30:26,43.56,6.97,52.0,87,0,4.7
386,Concarneau,FR,2020-01-04 22:30:26,47.88,-3.92,46.4,75,90,2.06
387,Otofuke,JP,2020-01-04 22:30:26,43.02,143.2,17.73,78,8,4.32
388,Bandarbeyla,SO,2020-01-04 22:30:27,9.49,50.81,77.05,78,53,16.04
389,Fairview,CA,2020-01-04 22:30:27,56.07,-118.38,15.8,61,75,12.75
390,Sinegorye,RU,2020-01-04 22:30:27,62.09,150.53,-3.69,92,36,2.06
391,Uusikaupunki,FI,2020-01-04 22:30:27,60.8,21.41,33.01,54,0,11.41
392,Birjand,IR,2020-01-04 22:30:28,32.86,59.22,42.8,93,90,16.11
393,Dingle,PH,2020-01-04 22:30:28,11.0,122.67,75.69,90,10,13.51
394,Mounana,GA,2020-01-04 22:30:28,-1.38,13.16,71.22,90,74,2.55
395,Sotik,KE,2020-01-04 22:30:28,-0.69,35.11,54.59,87,8,4.54
396,Anadyr,RU,2020-01-04 22:30:28,64.73,177.51,-32.8,66,0,11.18
397,Narrabri,AU,2020-01-04 22:30:29,-30.33,149.78,89.6,29,0,17.22
398,Cabo San Lucas,MX,2020-01-04 22:30:29,22.89,-109.91,82.0,60,5,4.7
399,Huarmey,PE,2020-01-04 22:30:29,-10.07,-78.15,70.11,75,96,5.23
400,Saravan,AM,2020-01-04 22:26:48,39.72,45.65,33.8,86,75,4.7
401,Tovarkovskiy,RU,2020-01-04 22:30:29,53.68,38.22,30.7,80,96,8.28
402,Callaway,US,2020-01-04 22:30:30,46.98,-95.91,24.8,79,90,9.17
403,Aklavik,CA,2020-01-04 22:30:30,68.22,-135.01,-22.0,67,40,6.93
404,San Rafael Del Sur,NI,2020-01-04 22:30:30,11.85,-86.44,91.4,38,20,9.17
405,Nantucket,US,2020-01-04 22:27:13,41.28,-70.1,46.4,93,90,4.7
406,Tete,MZ,2020-01-04 22:30:30,-16.16,33.59,73.4,100,90,6.93
407,Orange Cove,US,2020-01-04 22:30:30,36.62,-119.31,66.99,48,1,7.0
408,Leiyang,CN,2020-01-04 22:30:31,26.42,112.85,47.28,87,27,1.81
409,Hamilton,CA,2020-01-04 22:27:09,43.26,-79.87,37.0,74,90,9.17
410,Oksfjord,NO,2020-01-04 22:30:31,70.24,22.35,26.6,92,90,20.8
411,Pakokku,MM,2020-01-04 22:30:31,21.33,95.09,62.98,95,35,5.19
412,Waddan,LY,2020-01-04 22:30:32,29.16,16.14,45.95,69,0,3.04
413,Calamar,CO,2020-01-04 22:30:32,1.96,-72.65,74.93,67,49,2.13
414,Conceicao Do Mato Dentro,BR,2020-01-04 22:30:32,-19.04,-43.42,68.0,94,89,4.45
415,Mutare,MZ,2020-01-04 22:30:32,-18.97,32.67,63.82,97,13,2.98
416,Tessalit,ML,2020-01-04 22:30:33,20.2,1.01,51.84,30,29,11.34
417,Kurilsk,RU,2020-01-04 22:30:33,45.23,147.88,19.98,73,99,17.09
418,Gawler,AU,2020-01-04 22:30:33,-34.6,138.75,59.0,82,75,9.17
419,Lakes Entrance,AU,2020-01-04 22:30:33,-37.88,147.99,59.0,76,93,1.01
420,Santa Isabel Do Rio Negro,BR,2020-01-04 22:30:33,-0.41,-65.02,81.09,66,89,2.42
421,Maraa,BR,2020-01-04 22:30:34,-1.83,-65.37,80.94,64,92,1.79
422,Maloy,ID,2020-01-04 22:30:34,1.0,118.1,76.05,94,92,5.08
423,Grand-Bourg,GP,2020-01-04 22:30:34,15.88,-61.31,77.0,94,90,3.36
424,Raton,US,2020-01-04 22:27:15,36.9,-104.44,53.01,48,1,4.7
425,Caala,AO,2020-01-04 22:30:34,-12.85,15.56,60.19,98,100,3.87
426,Nabire,ID,2020-01-04 22:30:35,-3.36,135.5,75.45,96,100,0.87
427,Ceica,RO,2020-01-04 22:30:35,46.86,22.17,30.2,100,100,9.17
428,Umm Kaddadah,SD,2020-01-04 22:30:35,13.6,26.69,57.99,27,0,13.96
429,Sherghati,IN,2020-01-04 22:30:36,24.57,84.8,57.2,93,20,4.52
430,Tadine,NC,2020-01-04 22:27:31,-21.55,167.88,78.04,70,11,12.84
431,Faya,SA,2020-01-04 22:30:36,18.39,42.45,60.8,82,20,10.29
432,Quatre Cocos,MU,2020-01-04 22:30:36,-20.21,57.76,78.01,94,75,14.99
433,Pimentel,BR,2020-01-04 22:30:36,-3.7,-45.5,73.11,97,100,1.9
434,Conde,BR,2020-01-04 22:25:55,-11.81,-37.61,80.78,80,100,17.56
435,Platanos,GR,2020-01-04 22:30:37,35.47,23.6,59.0,87,20,11.41
436,Sucre,BO,2020-01-04 22:30:37,-19.05,-65.26,55.4,87,75,11.41
437,Makamba,BI,2020-01-04 22:30:37,-4.13,29.8,61.66,86,2,3.69
438,Kimbe,PG,2020-01-04 22:30:37,-5.56,150.15,89.82,57,97,1.81
439,Gien,FR,2020-01-04 22:30:38,47.69,2.63,44.01,98,99,2.98
440,Groningen,NL,2020-01-04 22:30:38,53.22,6.57,41.0,93,18,4.7
441,Gol,IN,2020-01-04 22:30:38,25.38,72.44,53.82,53,0,3.44
442,Cambridge,CA,2020-01-04 22:26:22,43.39,-80.31,36.0,80,90,14.99
443,San Pedro,AR,2020-01-04 22:30:39,-33.68,-59.66,80.01,25,0,1.99
444,Wattegama,LK,2020-01-04 22:26:46,7.35,80.68,69.49,96,16,2.26
445,Muros,ES,2020-01-04 22:26:43,42.77,-9.06,48.99,100,40,4.7
446,Tabuk,PH,2020-01-04 22:30:40,17.41,121.44,69.91,90,57,7.02
447,Zapolyarnyy,RU,2020-01-04 22:30:40,69.43,30.82,21.2,73,94,28.86
448,Kangaatsiaq,GL,2020-01-04 22:30:40,68.31,-53.46,15.37,83,100,23.49
449,Dawlatabad,AF,2020-01-04 22:30:40,36.41,64.91,40.77,81,0,7.61
450,Rio Grande,BR,2020-01-04 22:29:05,-32.03,-52.1,77.0,61,0,16.11
451,Minsk,BY,2020-01-04 22:28:57,53.9,27.56,32.0,92,75,4.47
452,Waunakee,US,2020-01-04 22:30:41,43.19,-89.46,30.99,68,1,9.17
453,Coos Bay,US,2020-01-04 22:30:41,43.37,-124.22,52.0,76,1,9.17
454,Jucurutu,BR,2020-01-04 22:27:39,-6.03,-37.02,82.9,60,100,14.74
455,Hami,CN,2020-01-04 22:30:41,42.84,93.51,14.77,62,0,0.63
456,Darlawn,IN,2020-01-04 22:30:42,24.02,92.93,53.44,99,74,2.04
457,Pemberton,AU,2020-01-04 22:30:42,-34.44,116.03,52.0,76,1,1.01
458,The Valley,AI,2020-01-04 22:30:43,18.22,-63.06,80.6,69,40,9.17
459,Anchorage,US,2020-01-04 22:26:24,61.22,-149.89,3.0,76,20,2.95
460,Pak Chong,TH,2020-01-04 22:30:43,14.71,101.42,73.99,47,1,2.77
461,Nova Granada,BR,2020-01-04 22:30:43,-20.53,-49.32,78.8,74,40,4.7
462,Havoysund,NO,2020-01-04 22:30:44,71.0,24.66,26.6,73,100,34.45
463,Mitsamiouli,KM,2020-01-04 22:30:44,-11.38,43.28,81.68,77,100,10.51
464,Katsuura,JP,2020-01-04 22:30:44,33.93,134.5,44.6,56,75,11.41
465,Garowe,SO,2020-01-04 22:30:44,8.41,48.48,71.51,79,34,11.81
466,Brezovo,BG,2020-01-04 22:30:45,42.93,26.01,46.4,65,100,16.11
467,Ende,ID,2020-01-04 22:30:45,-8.84,121.65,83.41,76,100,11.77
468,Vagur,FO,2020-01-04 22:27:19,61.47,-6.81,46.81,94,100,34.34
469,Bonavista,CA,2020-01-04 22:27:36,48.65,-53.11,29.03,85,68,9.4
470,Moranbah,AU,2020-01-04 22:26:36,-22.0,148.04,71.76,81,100,10.69
471,Menongue,AO,2020-01-04 22:30:46,-14.66,17.68,63.43,97,100,6.62
472,Port Macquarie,AU,2020-01-04 22:30:46,-31.43,152.91,82.99,69,90,8.05
473,Boa Vista,BR,2020-01-04 22:30:46,2.82,-60.67,89.6,40,20,6.93
474,Gondar,PT,2020-01-04 22:30:46,41.82,-8.78,48.99,93,0,6.93
475,Bilma,NE,2020-01-04 22:30:47,18.69,12.92,47.21,37,0,2.48
476,Khor,RU,2020-01-04 22:30:47,47.88,134.96,-8.39,99,89,5.32
477,Kariba,ZW,2020-01-04 22:30:47,-16.53,28.78,70.61,93,97,3.0
478,Lorengau,PG,2020-01-04 22:30:47,-2.02,147.27,84.88,72,95,8.95
479,Marienburg,DE,2020-01-04 22:30:47,52.12,9.98,41.0,93,75,4.7
480,Belmonte,PT,2020-01-04 22:25:52,40.36,-7.35,45.0,85,0,3.98
481,Las Matas De Farfan,DO,2020-01-04 22:30:48,18.87,-71.52,69.3,79,0,2.28
482,Umm Lajj,SA,2020-01-04 22:30:48,25.02,37.27,52.84,59,0,9.64
483,Kaitangata,NZ,2020-01-04 22:30:48,-46.28,169.85,53.56,73,99,32.99
484,Harper,US,2020-01-04 22:30:48,30.3,-99.24,71.6,16,1,3.96
485,Ixtapa,MX,2020-01-04 22:26:22,20.71,-105.21,78.8,41,40,6.93
486,Nago,IT,2020-01-04 22:30:49,45.88,10.89,45.0,75,0,3.36
487,Pueblo Nuevo,AR,2020-01-04 22:30:49,-32.93,-68.73,93.2,34,40,4.7
488,Requena,ES,2020-01-04 22:30:49,39.49,-1.1,46.99,93,7,5.82
489,Dedza,MW,2020-01-04 22:30:50,-14.38,34.33,65.07,92,100,1.19
490,Villacarrillo,ES,2020-01-04 22:30:50,38.12,-3.08,44.01,78,0,1.48
491,Sungairaya,ID,2020-01-04 22:30:50,0.7,108.9,77.38,86,0,5.84
492,Palauig,PH,2020-01-04 22:30:50,15.44,119.9,74.91,66,32,6.67
493,Chimbote,PE,2020-01-04 22:30:50,-9.08,-78.59,73.29,71,82,7.52
494,Ngunguru,NZ,2020-01-04 22:30:51,-35.62,174.5,70.0,58,88,5.01
495,Clarksburg,US,2020-01-04 22:29:51,39.24,-77.28,53.01,93,90,8.05
496,Myitkyina,MM,2020-01-04 22:30:51,25.38,97.4,54.52,98,68,1.43
497,Flinders,AU,2020-01-04 22:30:51,-34.58,150.85,72.0,77,90,9.17
498,Kedrovyy,RU,2020-01-04 22:30:52,56.17,91.82,6.8,92,69,2.24
499,Alice Springs,AU,2020-01-04 22:30:52,-23.7,133.88,68.0,77,40,10.29
500,Haikou,CN,2020-01-04 22:30:52,20.04,110.34,62.6,100,60,4.47
501,Mackay,CA,2020-01-04 22:30:53,53.65,-115.58,33.8,55,40,18.34
502,Pinega,RU,2020-01-04 22:30:53,64.7,43.39,22.46,96,90,5.68
503,Dudinka,RU,2020-01-04 22:30:53,69.41,86.18,1.4,77,100,22.37
504,Itapaci,BR,2020-01-04 22:30:53,-14.95,-49.55,69.8,97,100,5.53
505,Winnemucca,US,2020-01-04 22:30:53,40.97,-117.74,50.0,37,1,10.29
506,Dumai,ID,2020-01-04 22:28:45,1.68,101.45,74.73,85,100,4.09
507,Aksarka,RU,2020-01-04 22:30:54,66.56,67.8,27.09,87,99,16.35
508,Tevaitoa,PF,2020-01-04 22:30:54,-16.78,-151.5,81.79,74,100,9.35
509,Maple Creek,CA,2020-01-04 22:30:54,49.91,-109.46,35.28,59,71,19.06
510,Portland,US,2020-01-04 22:26:53,43.66,-70.25,37.4,91,90,6.93
511,Carutapera,BR,2020-01-04 22:30:55,-1.2,-46.02,81.81,76,100,9.89
512,Kuytun,RU,2020-01-04 22:30:55,54.34,101.51,15.53,94,100,3.78
513,Talnakh,RU,2020-01-04 22:30:55,69.49,88.39,1.4,77,100,22.37
514,Blagoyevo,RU,2020-01-04 22:30:55,63.37,47.92,26.92,93,100,6.49
515,Cockburn Town,TC,2020-01-04 22:30:55,21.46,-71.14,78.8,78,40,13.87
516,Resavica,RS,2020-01-04 22:30:56,44.04,21.58,30.87,88,86,4.05
517,Mitzic,GA,2020-01-04 22:30:56,0.78,11.55,70.7,92,0,3.04
518,Ardmore,US,2020-01-04 22:30:56,34.99,-86.85,42.01,60,90,20.8
519,Naze,NG,2020-01-04 22:30:56,5.43,7.07,73.4,73,99,2.3
520,Synya,RU,2020-01-04 22:30:57,65.37,58.04,23.5,84,30,13.98
521,Manakara,MG,2020-01-04 22:30:57,-22.14,48.01,72.09,96,13,5.14
522,Kemin,KG,2020-01-04 22:30:57,42.79,75.7,20.52,51,11,8.12
523,Bhawana,PK,2020-01-04 22:30:57,31.57,72.65,48.74,53,48,6.35
524,Shushtar,IR,2020-01-04 22:30:58,32.05,48.86,55.18,67,0,1.48
525,Coahuayana,MX,2020-01-04 22:30:58,18.62,-100.35,79.7,36,0,2.21
526,Solwezi,ZM,2020-01-04 22:30:58,-12.18,26.4,60.55,99,100,1.57
527,Awjilah,LY,2020-01-04 22:30:58,29.14,21.3,48.74,81,0,8.14
528,Tautira,PF,2020-01-04 22:30:58,-17.73,-149.15,87.8,66,40,9.17
529,Guerrero Negro,MX,2020-01-04 22:26:43,27.97,-114.04,71.6,23,0,3.0
530,Pochutla,MX,2020-01-04 22:30:59,15.74,-96.47,87.01,62,20,6.93
531,Jonkoping,SE,2020-01-04 22:30:59,57.78,14.16,32.0,59,0,12.75
532,Dhidhdhoo,MV,2020-01-04 22:30:59,6.88,73.1,81.61,80,29,12.17
533,Evanston,US,2020-01-04 22:30:59,42.04,-87.69,32.0,72,90,10.29
534,Khani,GE,2020-01-04 22:31:00,41.96,42.96,33.8,86,64,4.7
535,Taoudenni,ML,2020-01-04 22:31:00,22.68,-3.98,55.87,25,0,9.57
536,Falun,SE,2020-01-04 22:31:00,60.61,15.63,32.0,68,0,9.17
537,Galich,RU,2020-01-04 22:31:00,58.38,42.35,25.86,96,97,6.91
538,Yerkoy,TR,2020-01-04 22:31:00,39.64,34.47,27.43,95,84,3.24
539,Turayf,SA,2020-01-04 22:31:01,31.68,38.65,42.8,93,17,11.41
540,Keetmanshoop,NA,2020-01-04 22:31:01,-26.57,18.15,80.6,21,21,17.22
541,Akdepe,TM,2020-01-04 22:31:01,42.05,59.39,23.0,79,32,6.93
542,Carora,VE,2020-01-04 22:31:01,10.17,-70.08,71.2,69,3,3.98
543,Praia,BR,2020-01-04 22:31:02,-20.25,-43.81,77.0,69,75,5.82
544,Xining,CN,2020-01-04 22:31:02,36.62,101.77,18.07,96,90,3.94
545,Celestun,MX,2020-01-04 22:31:02,20.87,-90.4,72.68,72,29,22.64
546,Stavern,NO,2020-01-04 22:31:02,59.0,10.03,33.8,56,20,4.7
547,Tilichiki,RU,2020-01-04 22:31:02,60.47,166.1,-1.66,66,92,5.84
548,Port-Cartier,CA,2020-01-04 22:31:03,50.03,-66.88,23.0,92,75,5.12
549,Kijang,KR,2020-01-04 22:31:03,35.24,129.21,28.4,68,0,8.05
550,Kasulu,TZ,2020-01-04 22:31:03,-4.57,30.11,62.28,89,19,1.97
551,Vao,EE,2020-01-04 22:31:03,59.1,26.19,30.27,66,42,11.21
552,Joniskis,LT,2020-01-04 22:31:03,56.24,23.62,33.8,80,56,10.29
